Symbol,Date,Open,High,Low,Close,Close_Chg,ATR,Vol10_Sig,Range_ATR,Fib_Status,EMA20_Sig,EMA20_Cnt,High_Low,Support,Break_Sup_Res,Brakeout_10,Resistance,Brakeout_20,Bull_Signal,Bear_Signal
BRITANNIA,02/18/2021,3368.0,3390.95,3340.1,3359.45,-0.14,68.69,Normal Volume,0.7,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
EICHERMOT,02/18/2021,2701.1,2712.85,2625.0,2650.2,-1.68,96.27,Above Avg Volume,0.9,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
SUNPHARMA,02/18/2021,622.0,627.25,614.1,616.05,-0.84,19.48,Normal Volume,0.7,Cls_Crs_Abv_F382,Cross_Blw_20EMA,0.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,1.0,2.5
IOC,02/18/2021,95.3,99.85,95.3,99.0,4.21,2.93,Super Volume,1.6,Cls_Crs_Abv_F618,Cross_Abv_20EMA,1.0,HH_HL,,,,,,4.0,0.0
POWERGRID,02/18/2021,231.0,238.3,228.5,236.5,2.8,7.32,Above Avg Volume,1.3,,Close_GT_20EMA,13.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
TATASTEEL,02/18/2021,700.0,711.0,694.0,697.75,0.14,26.69,Normal Volume,0.6,,Close_GT_20EMA,11.0,HH_HL,,,,,,2.0,0.0
TECHM,02/18/2021,982.0,1015.5,981.5,1010.6,3.08,29.28,Super Volume,1.2,Cls_Crs_Abv_F618,Cross_Abv_20EMA,1.0,HH_HL,,Cur_Res_Broken_Up,Breakout_10_Up,,,6.0,0.0
BAJAJFINSV,02/18/2021,10310.0,10310.0,10135.0,10198.95,0.13,323.31,Normal Volume,0.5,,Close_GT_20EMA,14.0,LH_HL,,,,,,1.5,0.0
COALINDIA,02/18/2021,135.0,141.2,134.05,139.95,3.51,4.25,Super Volume,1.7,,Cross_Abv_20EMA,1.0,HH_HL,,,,,,2.0,0.0
HINDALCO,02/18/2021,306.05,312.6,305.0,309.9,1.97,10.96,Normal Volume,0.7,,Close_GT_20EMA,13.0,HH_HL,,,,,,2.0,0.0
ADANIPORTS,02/18/2021,660.8,670.0,649.05,664.05,1.27,23.4,Normal Volume,0.9,,Close_GT_20EMA,14.0,HH_HL,,,,,,2.0,0.0
KOTAKBANK,02/18/2021,1979.15,1984.85,1938.1,1945.45,-2.21,54.29,Normal Volume,0.9,,Close_GT_20EMA,13.0,LH_LL,,Cur_Sup_Broken_Down,,Price_Crs_Blw_Prev_Res,,1.0,2.5
BPCL,02/18/2021,415.35,434.35,410.7,432.2,4.98,13.56,Super Volume,1.7,Cls_Crs_Abv_F382,Close_GT_20EMA,13.0,HH_HL,,Cur_Res_Broken_Up,,,,4.0,0.0
HDFCBANK,02/18/2021,1605.95,1605.95,1548.0,1554.3,-2.03,43.82,Normal Volume,1.3,,Close_GT_20EMA,14.0,LH_LL,,Cur_Sup_Broken_Down,,,,1.0,2.0
LT,02/18/2021,1542.2,1551.2,1515.15,1524.6,-1.53,41.81,Normal Volume,0.9,,Close_GT_20EMA,14.0,LH_LL,,,,,,1.0,1.0
GRASIM,02/18/2021,1238.45,1247.65,1213.0,1229.65,-0.71,37.2,Normal Volume,0.9,,Close_GT_20EMA,38.0,LH_LL,,,,,,1.0,1.0
CIPLA,02/18/2021,835.0,843.45,822.5,825.45,-1.23,23.31,Above Avg Volume,0.9,,Close_LT_20EMA,0.0,LH_LL,,,Breakout_10_Down,,,0.0,3.0
SHREECEM,02/18/2021,28580.0,28580.0,27358.6,27623.35,-2.28,912.56,Normal Volume,1.3,,Close_GT_20EMA,14.0,LH_LL,,,,,,1.0,1.0
INDUSINDBK,02/18/2021,1045.0,1055.4,1033.4,1046.05,1.24,44.67,Normal Volume,0.5,,Close_GT_20EMA,14.0,LH_HL,,,,,,1.5,0.0
BHARTIARTL,02/18/2021,597.0,598.0,585.2,589.05,-0.81,17.9,Above Avg Volume,0.7,,Close_GT_20EMA,14.0,LH_LL,,Cur_Sup_Broken_Down,,Price_Crs_Blw_Res,,1.0,3.0
ONGC,02/18/2021,103.7,115.5,103.35,110.7,8.26,4.34,Super Volume,2.8,,Close_GT_20EMA,11.0,HH_HL,,Prev_Res_Broken_Up,Breakout_10_Up,,Breakout_20_Up,5.0,0.0
HEROMOTOCO,02/18/2021,3579.65,3629.05,3506.0,3522.85,-1.71,109.77,Above Avg Volume,1.1,,Close_GT_20EMA,29.0,HH_HL,,,,,,2.0,0.0
ULTRACEMCO,02/18/2021,6492.3,6492.3,6301.0,6325.85,-1.45,181.64,Normal Volume,1.1,,Close_GT_20EMA,14.0,LH_LL,,Cur_Sup_Broken_Down,,,,1.0,2.0
NTPC,02/18/2021,99.7,104.25,99.55,103.4,4.08,3.2,Super Volume,1.5,,Close_GT_20EMA,3.0,HH_HL,Price_Crs_Abv_Cur_Res,Cur_Res_Broken_Up,Breakout_10_Up,,Breakout_20_Up,6.0,0.0
GAIL,02/18/2021,138.95,147.8,138.0,143.1,6.47,5.13,Super Volume,1.9,Cls_Crs_Abv_F382,Close_GT_20EMA,9.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,5.0,0.0
BAJFINANCE,02/18/2021,5699.0,5714.75,5522.2,5563.35,-2.49,176.01,Normal Volume,1.1,,Close_GT_20EMA,14.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,1.0,1.5
UPL,02/18/2021,536.35,556.6,532.0,541.05,0.38,19.74,Above Avg Volume,1.2,,Cross_Abv_20EMA,1.0,HH_HL,Price_Crs_Abv_Cur_Res,Cur_Res_Broken_Up,,,,4.0,0.0
MM,02/18/2021,914.95,914.95,891.65,894.45,-2.24,32.05,Normal Volume,0.7,,Close_GT_20EMA,14.0,LH_LL,,,,,,1.0,1.0
